"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sun T.","Sun, Tingxuan (58798341900)","58798341900","Role of Inclusive Finance on oil Resource production targets: How Fiscal Pressures influence natural resources policy and green recovery in Gulf countries?","2024","Resources Policy","88","","104337","","","14","10.1016/j.resourpol.2023.104337","https://www.scopus.com/pages/publications/85181662347?origin=resultslist","This study considers the impact of fiscal pressures on natural resources policy and green recovery techniques as it explores the effect of inclusive finance on reaching oil resource production targets in Gulf countries. The connection between financial inclusion, oil production targets, and fiscal restrictions is examined in countries heavily dependent on oil resources income. The study examines how global oil price fluctuations and changing environmental rules impact resource management and revenue stability. Developing green initiatives and diversification methods are crucial for reducing fiscal vulnerabilities brought on by the oil market's volatility. Using empirical data and case studies, this study clarifies policy frameworks that balance financial inclusion, oil production, and environmental sustainability. Adopting circular economy models, increasing energy efficiency, and investing in renewable energy sources are recommended for achieving a balanced and sustainable development. Study provides several policy implications for the associates parties on the basis of current research findings. © 2023","Fiscal pressures; Green recovery; Gulf countries; Inclusive Finance; Natural resources policy; Oil resource production targets","Economics; Energy efficiency; Finance; Public policy; Renewable energy resources; Sustainable development; Financial inclusions; Fiscal pressure; Green recovery; Gulf countries; Inclusive finances; Natural resource policy; Oil resource; Oil resource production target; Production targets; Resource policy; energy policy; energy resource; fiscal policy; hydrocarbon resource; natural resource; oil production; Recovery","Article","Final","","Scopus","2-s2.0-85181662347"
"Mujahid H.; Alam S.","Mujahid, Hira (55372668400); Alam, Shaista (7202098867)","55372668400; 7202098867","THE IMPACT OF SECTORS PERFORMANCE AND QUALITY OF INSTITUTIONS ON ECONOMIC VOLATILITY: IN CASE OF ASIA","2020","Asian Journal of Economic Modelling","8","4","","260","269","0","10.18488/journal.8.2020.84.260.269","https://www.scopus.com/pages/publications/85151273657?origin=resultslist","Asian countries contribute sixty percent of total world economic activity and also perform significant role in supporting the interconnected global economy. Therefore, growth of sectors in Asian economies such as agriculture, industry and services accounts major contribution in the global sectors growth. This study is one of very few studies which have investigated the relationship of agriculture, industry and services, institutional quality on economic volatility. The aim of this paper is to find the relationship between sectoral growth, economic growth and economic volatility for panel of Asian Economies This study contributes in the existing literature the association of quality of institutions with economic growth and the link of quality of institutions with economic volatility. For this purpose, study compiles a panel of 47 Asian economies with the time span of 1996-2016 and applied Fixed and Random effect model on selected countries. The paper's primary contribution is finding that that the growth of agricultural and industrial sector’s increase the economic volatility and significant effect. However, the growth in agriculture and service sector have significant effect on the growth of Asian economy. The paper documents that the economic volatility depends on sectoral growth, institutions performance, trade openness and financial development. The agriculture and service sector growth of the Asian economies significant reduced economic volatility. To improve the growth of sectors; Skill formation in sectors, technological support, financing through advance methods are required. © 2020 AESS Publications. All Rights Reserved.","Agriculture; Economic volatility; Industry; Quality of institutions; Service; Trade openness","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85151273657"
"Jensen H.; Ravn S.H.; Santoro E.","Jensen, Henrik (55431687300); Ravn, Søren Hove (55957366100); Santoro, Emiliano (26648971400)","55431687300; 55957366100; 26648971400","Changing credit limits, changing business cycles","2018","European Economic Review","102","","","211","239","11","10.1016/j.euroecorev.2017.12.008","https://www.scopus.com/pages/publications/85044740872?origin=resultslist","In the last half-century, capital markets across the industrialized world have undergone massive deregulation, involving large increases in the loan-to-value (LTV) ratios of households and firms. We study the business-cycle implications of this phenomenon in an estimated dynamic general equilibrium model with multiple credit-constrained agents. A progressive relaxation of credit constraints initially leads to both higher macroeconomic volatility and stronger comovement between debt and real activity. This pattern reverses at LTV ratios not far from those currently observed in many advanced economies, due to credit constraints becoming non-binding more often. The non-monotonic relationship between credit market conditions and macroeconomic fluctuations carries important lessons for regulatory and macroprudential policymakers. While reducing the average LTV ratio may unintentionally increase macroeconomic volatility, a countercyclical LTV ratio proves to be successful in dampening business cycle fluctuations and, most importantly, avoiding dramatic output drops. © 2017 Elsevier B.V.","Business cycles; Capital-market liberalization; Macroprudential policy; Occasionally binding credit constraints","business cycle; capital market; liberalization; macroeconomics; market conditions","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85044740872"
"Zhu L.; He Y.; Chen C.; Liao N.","Zhu, Lu (59707976100); He, Yong (55570460600); Chen, Chunfeng (57306549000); Liao, Nuo (35757540500)","59707976100; 55570460600; 57306549000; 35757540500","A Coal in the Snow or the Icing on the Cake? China’s development zone upgrading and regional economic resilience","2026","Journal of Business Research","202","","115771","","","4","10.1016/j.jbusres.2025.115771","https://www.scopus.com/pages/publications/105019977319?origin=resultslist","In the context of globalization-induced uncertainty, economic resilience has attracted increasing attention as a key indicator of an economy’s capacity to resist shocks. This study investigates how China’s provincial-to-national development zone upgrading policy influences regional economic resilience. Our findings reveal that: Development zone upgrades significantly enhance regional economic resilience. Digital infrastructure, digital financial inclusion, advanced industrial structure, market linkages, human capital, and intellectual capital positively drive policy effectiveness. Policy effects exhibit distinct spatiotemporal heterogeneity, with more pronounced impacts during 2008–2012 and 2018–2021, in Eastern and Northeastern regions, the Yangtze River Economic Belt, and small-to-medium non-central, non-provincial capital cities. The catch-up effect exists in both policy effects and driving factors, with greater impacts on cities with lower economic resilience. Economic and technological development zone upgrades show stronger effects than high-tech industrial development zones, with multiple zone upgrades outperforming single zone upgrades, and cities with both types of zones benefiting more. © 2025 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","Catch-up effect; Development zone upgrading; Driving factors; Economic resilience; Spatiotemporal heterogeneity","","Article","Final","","Scopus","2-s2.0-105019977319"
"Avom D.; Kamguia B.; Ngameni J.P.","Avom, Désiré (26656540700); Kamguia, Brice (57222053947); Ngameni, Joseph Pasky (57208781665)","26656540700; 57222053947; 57208781665","Does volatility hinder economic complexity?","2021","Economics Bulletin","41","3","","1187","1202","21","","https://www.scopus.com/pages/publications/85118621714?origin=resultslist","This paper investigates the effect of the output and terms of trade volatility on economic complexity. To this end, we apply ordinanry least square, fixed effect and System GMM approach for a panel of 119 countries over the period 1998-2017. The findings reveal that the output and terms of trade volatility negatively affects economic complexity. Our empirical results also indicate that financial development, foreign direct investment, internet and income per capita have a positive effect on economic complexity while natural ressources have a negative effect. © 2021. All Rights Reserved.","","","Article","Final","","Scopus","2-s2.0-85118621714"
"Manu P.E.; Simo-Kengne B.D.; Appiah K.O.; Acheampong A.; Owusu J.","Manu, Prince Emmanuel (60681595900); Simo-Kengne, Beatrice Desiree (55263637300); Appiah, Kingsley Opoku (34167533900); Acheampong, Augustine (57205484045); Owusu, Joseph (57208084852)","60681595900; 55263637300; 34167533900; 57205484045; 57208084852","Fintech-based inclusive financial resource and well-being of female entrepreneurs: the mediating role of financial resilience","2026","Strategy and Leadership","","","","1","22","1","10.1108/SL-05-2025-0108","https://www.scopus.com/pages/publications/105041204056?origin=resultslist","Purpose – Anchored in Self-Determination Theory, this study examines whether and how female entrepreneurs leverage Fintech to build financial resilience and enhance their well-being. Specifically, it argues that autonomy, competence, and relatedness facilitated through Fintech usage strengthen financial resilience, which in turn improves overall well-being. Design/methodology/approach – The study adopts a quantitative research design based on cross-sectional survey data collected from 409 women entrepreneurs in Ghana. Ordinary Least Squares (OLS) regression was used as the primary estimation technique to test the hypothesized relationships. To account for the bounded nature of the dependent variable and strengthen robustness, Tobit regression was conducted as a supplementary analysis. In addition, conditional process analysis (PROCESS macro) was employed to further validate the mediating effect. Findings – The results show that Fintech usage significantly enhances financial resilience among female entrepreneurs, and financial resilience, in turn, positively influences their overall well-being. The findings confirm the mediating role of financial resilience in the Fintech–well-being relationship. Research limitations/implications – By integrating Self-Determination Theory with inclusive Fintech research, this study contributes theoretically and empirically by demonstrating how access to inclusive financial resources influences entrepreneur well-being through financial resilience. However, the cross-sectional design limits causal inference. Practical implications – Fintech adoption represents an important policy lever for alleviating financial constraints faced by female entrepreneurs and improving their well-being. Policymakers should promote supportive measures such as enhancing digital infrastructure, improving interoperability, strengthening cybersecurity, and expanding digital literacy. Female entrepreneurs are also encouraged to deepen their engagement with mobile financial tools to better manage risk and enhance resilience. Originality/value – This study advances the literature by linking Self-Determination Theory with Fintech research to explain how financial inclusion fosters female empowerment and entrepreneur well-being through financial resilience. Drawing on evidence from women entrepreneurs in Ghana, it enriches scholarship at the intersection of gender, Fintech, and entrepreneurship. © 2026 Prince Emmanuel Manu, Beatrice Desiree Simo-Kengne, Kingsley Opoku Appiah, Augustine Acheampong and Joseph Owusu.","Entrepreneur well-being; Female entrepreneurship; Financial resilience; Fintech","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105041204056"
"Oppong E.O.; Yu B.; Mazonga Mfoutou B.O.","Oppong, Emmanuel Owusu (57581378700); Yu, Baorong (55626575300); Mazonga Mfoutou, Bruvine Orchidée (58025052100)","57581378700; 55626575300; 58025052100","The effect of microinsurance on the financial resilience of low-income households in Ghana: evidence from a propensity score matching analysis","2024","Geneva Papers on Risk and Insurance: Issues and Practice","49","3","","474","500","9","10.1057/s41288-024-00325-0","https://www.scopus.com/pages/publications/85192081911?origin=resultslist","Microinsurance has emerged as a potential way to fortify the financial resilience of low-income households by providing a safety net against economic uncertainty and promoting financial inclusion for the poor. In light of the current economic downturn in Ghana, several institutions have advocated for the implementation of microinsurance programmes to support the financial stability of low-income households in the informal sector. This study assesses the impact of microinsurance on the financial resilience of the poor in Ghana, proxied by income and precautionary savings. The study analyses data on 1453 households from three regions using propensity score matching, Tobit and Probit instrumental variable techniques. The study finds that microinsurance adoption improves the financial resilience of the poor and reduces dependence on precautionary savings, a self-insurance strategy which significantly increases the financial burden on households, thereby exacerbating the impact of shocks. © The Geneva Association 2024.","Average treatment effect; Financial inclusion; Financial resilience; Microinsurance; Precautionary savings; Propensity score matching","","Article","Final","","Scopus","2-s2.0-85192081911"
"Tang C.-S.; Kogid M.","Tang, Chung-Siong (57242753300); Kogid, Mori (36193945300)","57242753300; 36193945300","Asymmetric Responses of Energy Consumption in Malaysia: Evidence from Nonlinear ARDL","2022","International Journal of Energy Economics and Policy","12","4","","160","165","1","10.32479/ijeep.12977","https://www.scopus.com/pages/publications/85134752376?origin=resultslist","Many studies have modelled the prices, growth, technology and financial effects on energy consumption in a linear fashion. However, structural changes may trigger asymmetric or nonlinear behaviour in time series analysis. In this paper, we examine the asymmetric influence of economic growth, energy prices, technological innovations and financial development on energy consumption in Malaysia over the period between 1970 and 2018 using a nonlinear ARDL (NARDL) model. The empirical results uncover the existence of asymmetric cointegration relationship between variables. A positive shock in income, energy prices and financial development leads to high energy consumption. Surprisingly, a fall in income does not lower the energy consumption. The results do not provide any evidence of technological effect on energy consumption. In addition, the energy consumption responds more elastically to negative shock than positive shock, which has implications for energy policy. The results also suggest that the short-run and long-run effects are asymmetrical. All variables are found to have asymmetric causal effect on energy consumption in the short-run. © 2022, Econjournals. All rights reserved.","Asymmetric; Energy Consumption; Malaysia; NARDL","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85134752376"
"Reepu; Taneja S.; Idziak E.","Reepu (57215191372); Taneja, Sanjay (57856296200); Idziak, Ewelina (58845015000)","57215191372; 57856296200; 58845015000","A Study Analyzing the Key Facilitators Influencing the Application of Fintech for Climate Finance in Addressing Ecological Resilience","2026","Zero Carbon Finance: Eco-Innovation and Sustainability in the Green Economy","","","","23","34","0","","https://www.scopus.com/pages/publications/105042021657?origin=resultslist","Climate fintech, which combines digital technology, financial services, and climate change, is significantly contributing to the surge in investment in climate finance. Environmental protection is a crucial component of sustainable business practices for financial institutions. Financial technology companies often utilize data on gas and particle emissions to highlight their ecological impact; nevertheless, client views on the role that FinTech plays in sustainability are seldom researched. The study aims to understand the critical facilitators that influence the overall implementation of Fintech in climate finance and address ecological Resilience. The research shows that factors such as financial inclusion, stakeholder engagement, and other aspects affect ecological Resilience. Copyright © 2026 by Nova Science Publishers, Inc.","climate finance; Fintech; structural equation modelling","Climate change; Environmental impact; Environmental technology; Investments; Sustainable development; Business practices; Climate finance; Digital technologies; Ecological impacts; Financial institution; Financial service; Particle emissions; Structural equation models; Sustainable business; Technology companies; FinTech","Book chapter","Final","","Scopus","2-s2.0-105042021657"
"Gong L.; Wang C.; Zhao F.; Zou H.-F.","Gong, Liutang (7202769743); Wang, Chan (55602045500); Zhao, Fuyang (57195508836); Zou, Heng-fu (7202372832)","7202769743; 55602045500; 57195508836; 7202372832","Land-price dynamics and macroeconomic fluctuations with nonseparable preferences","2017","Journal of Economic Dynamics and Control","83","","","149","161","4","10.1016/j.jedc.2017.07.008","https://www.scopus.com/pages/publications/85028553236?origin=resultslist","In this paper, we introduce a complementary relationship between consumption and labor hours by revising the household's period utility function in Liu et al. (2013). The revision concomitantly allows for a finite Frisch elasticity of labor supply and a stronger consumption smoothing motive. We find that, in general, the estimation of Liu et al. (2013) is quite robust. In addition, the propagation mechanism of the credit constraint triggered by a housing demand shock still persists. However, the amplification effect of the credit constraint triggered by the housing demand shock on key macroeconomic variables is greatly muted. We also find that, except for land price fluctuations, the housing demand shock cannot act as the primary force to drive the fluctuations in other macroeconomic variables. © 2017","Collateral constraint; Housing demand shock; Macroeconomic fluctuations; Nonseparable preferences","","Article","Final","","Scopus","2-s2.0-85028553236"
"Bertoli S.; Docquier F.; Rapoport H.; Ruyssen I.","Bertoli, Simone (36018537600); Docquier, Frédéric (18633548600); Rapoport, Hillel (56248732200); Ruyssen, Ilse (55536019800)","36018537600; 18633548600; 56248732200; 55536019800","Weather shocks and migration intentions in Western Africa: Insights from a multilevel analysis","2022","Journal of Economic Geography","22","2","","289","323","23","10.1093/jeg/lbab043","https://www.scopus.com/pages/publications/85127612087?origin=resultslist","We use a multilevel approach to investigate whether a general and robust relationship between weather shocks and (internal and international) migration intentions can be uncovered in Western African countries. We combine individual survey data with measures of localized weather shocks for 13 countries over the 2008-2016 period. A meta-analysis on results from about 51,000 regressions is conducted to identify the specification of weather anomalies that maximizes the goodness of fit of our empirical model. We then use this best specification to document heterogeneous mobility responses to weather shocks. We find that variability in Standardized Precipitation Evapotranspiration Index/rainfall is associated with changing intentions to move locally or internationally in a few countries only. However, the significance, sign and magnitude of the effect are far from being robust and consistent across countries. These differences might be due to imperfections in the data or to differences in long-term climate conditions and adaptation capabilities. They may also suggest that credit constraints are internalized differently in different settings, or that moving internally is not a relevant option as weather conditions are spatially correlated while moving abroad is an option of last resort. Although our multilevel approach allows us to connect migration intentions with the timing and spatial dimension of weather shocks, identifying a common specification that governs weather-driven mobility decisions is a very difficult, if not impossible, task, even for countries belonging to the same region. Our findings also call for extreme caution before generalizing results from specific case studies.  © 2021 The Author(s) (2021). Published by Oxford University Press. All rights reserved. For permissions, please email: journals.permissions@oup.com.","F22; individual-level data; International migration; J61; migration intentions; O13; O15; weather shocks; western Africa","West Africa; evapotranspiration; heterogeneity; international migration; migration; mobility; precipitation intensity; weather forecasting","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85127612087"
"Epstein B.; Finkelstein Shapiro A.","Epstein, Brendan (57193541607); Finkelstein Shapiro, Alan (56323788000)","57193541607; 56323788000","Financial development, unemployment volatility, and sectoral dynamics","2019","Journal of Economic Dynamics and Control","99","","","82","102","14","10.1016/j.jedc.2018.11.004","https://www.scopus.com/pages/publications/85059044269?origin=resultslist","We document a negative and significant relationship between domestic financial development and unemployment volatility in developing and emerging economies (DEMEs) and the absence of such relationship in advanced economies (AEs). A business cycle labor search model with firm heterogeneity, collateral constraints, and interfirm input credit capital can quantitatively rationalize these facts. Greater financial development is associated with lower usage of input credit capital, greater bank credit, and greater capital accumulation, all of which make firms more resilient in the presence of financial shocks. Firms’ increased shock resiliency stabilizes employment decisions, ultimately leading to smoother unemployment fluctuations. Then, by establishing explicit linkages between firms, interfirm input credit acts as an important mechanism that fosters lower volatility across firms under greater financial development. As such, increases in financial development have a smaller impact in stabilizing unemployment in economies with higher average bank credit-GDP ratios and less input credit usage, which is the case of AEs, compared to economies with lower average bank-credit GDP ratios and more input credit usage, which is the case of DEMEs. © 2018 Elsevier B.V.","Business cycles; Financial development; Financial frictions; Search frictions; Unemployment","","Article","Final","","Scopus","2-s2.0-85059044269"
"Darmawan A.; Habidin N.F.; Lasiyono U.; Pramuka B.A.; Kharismasyah A.Y.","Darmawan, Akhmad (57201949375); Habidin, Nurul Fadly (55520506700); Lasiyono, Untung (59355253500); Pramuka, Bambang Agus (57000578200); Kharismasyah, Alfato Yusnar (59660454400)","57201949375; 55520506700; 59355253500; 57000578200; 59660454400","How reintegration policies shape sustainable return migrant entrepreneurship: The role of financial inclusion and economic resilience in economic development","2026","Sustainable Technology and Entrepreneurship","5","3","100143","","","0","10.1016/j.stae.2026.100143","https://www.scopus.com/pages/publications/105041158461?origin=resultslist","This study examines how reintegration policies shape sustainable return migrant entrepreneurship through financial inclusion and post-migration economic resilience. Drawing on Institutional Theory and the New Economics of Labor Migration (NELM), the study conceptualizes reintegration as a mechanism through which institutional support is translated into long-term economic outcomes. A quantitative survey was conducted among Indonesian return migrants who previously worked in Hong Kong. Data were analyzed using partial least squares structural equation modeling (PLS-SEM) to assess both direct and indirect relationships among the constructs. The results indicate that reintegration policy quality does not have a significant direct effect on productive entrepreneurship. Instead, its influence operates indirectly through financial inclusion and post-migration economic resilience. Financial inclusion significantly enhances economic resilience, which in turn strongly predicts entrepreneurial activity. The findings confirm an indirect-only mediation mechanism, suggesting that institutional interventions affect entrepreneurial outcomes through sequential economic processes. This study contributes to the literature by integrating Institutional Theory and NELM into a unified framework explaining post-migration economic transformation. It also offers policy implications by highlighting the importance of strengthening financial inclusion and economic resilience to support sustainable entrepreneurship among return migrants. © 2026 The Author(s)","Economic development; Economic policy; Economic resilience; Financial inclusion; Reintegration policies; Sustainable entrepreneurship","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105041158461"
"Musindo A.; Chibwe L.T.","Musindo, Ashiella (60804368500); Chibwe, Lydia T. (60804322500)","60804368500; 60804322500","Gender-transformative climate adaptation and social policy integration in Southern Africa: structural pathways to resilience","2026","Southern African Perspectives for Inclusive Welfare: Redefining the Social Policy Discourse for a Sustainable Future","","","","390","416","0","10.4324/9781003783985-26","https://www.scopus.com/pages/publications/105048158614?origin=resultslist","Southern Africa’s accelerating climate stressors – droughts, floods, and erratic rainfall – intensify structural inequalities, particularly gendered vulnerabilities among rural women reliant on rain-fed agriculture. This chapter analyses these dynamics through primary qualitative data from Zimbabwe’s Mudzi district, where women face disproportionate livelihood losses, water burdens, and migration pressures, alongside comparative secondary insights from Zambia’s gender-mainstreamed climate-smart agriculture, Mozambique’s shock-responsive social protection, and Botswana’s fiscal drought measures. Employing feminist political ecology and adaptive social protection theory, it reveals how fiscal architectures and institutional gender gaps mediate resilience outcomes. Proposing a gender-transformative framework, the analysis advocates redistributive policies that enhance land access, financial inclusion, and climate finance governance to foster equitable regional adaptation while addressing critical gaps in policy integration and justice discourses. © 2027 selection and editorial matter, Emmanuel Ndhlovu and Clement Chipenda; individual chapters, the contributors.","","Agribusiness; Agriculture; Rain; Adaptation policies; Climate stressors; Drought/flood; Policies integrations; Qualitative data; Rain fed agriculture; Rural women; Smart agricultures; Social policy; Zimbabwe; Drought","Book chapter","Final","","Scopus","2-s2.0-105048158614"
"Romero N.; Cho S.; Hyde S.","Romero, Néstor (57189067177); Cho, Sungjun (55755956400); Hyde, Stuart (8974571200)","57189067177; 55755956400; 8974571200","Financial development and the effect of cross-border bank flows on house prices","2023","Financial Review","58","1","","39","63","1","10.1111/fire.12325","https://www.scopus.com/pages/publications/85139411088?origin=resultslist","We analyze the role of financial development as a buffer to diminish the effect of cross-border bank flows shocks on house prices across 38 countries. In less financially developed countries, the observed response is markedly positive. As development increases, the response is tempered and becomes less important. Cross-border bank flows shocks are important in explaining the historical dynamics of house prices in financially less developed countries, while monetary policy shocks are key in the most financially developed markets. Heterogeneity in responses within each level of financial development is associated with levels of maximum loan-to-value ratios and a ratio of cross-border bank inflows over total liabilities abroad. © 2022 The Authors. The Financial Review published by Wiley Periodicals LLC on behalf of Eastern Finance Association.","cross-border bank flows; financial development; house prices","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139411088"
"Darcillon T.","Darcillon, Thibault (55765689800)","55765689800","Labor-Market Volatility and Financial Development in the Advanced OECD Countries: Does Labor-Market Regulation Matter¿","2016","Comparative Economic Studies","58","2","","254","278","10","10.1057/ces.2016.2","https://www.scopus.com/pages/publications/84967110045?origin=resultslist","This paper investigates the relationship between financial development and labor-market volatility in 15 OECD countries from 1974 to 2007. I argue that financial development should affect corporate governance and then how firms will determine wages and the number of hours worked, especially for low-skilled workers. First, my results indicate that financial development is associated with higher employment and wage volatility, but with no significant differences across skill levels. Second, using a threshold regression model, I show that the increasing effect of higher financial development on labor-market volatility is larger in countries with more labor-market regulation. © 2016 ACES. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-84967110045"
"Luengo-Prado M.J.; Sørensen B.E.","Luengo-Prado, María José (6506810933); Sørensen, Bent E. (7201532199)","6506810933; 7201532199","What can explain excess smoothness and sensitivity of state-level consumption?","2008","Review of Economics and Statistics","90","1","","65","80","21","10.1162/rest.90.1.65","https://www.scopus.com/pages/publications/38849142672?origin=resultslist","This article estimates marginal propensities to consume (MPC) out of current and lagged income for U.S. states using panel data regressions that control for time-specific and state-level fixed effects. The MPCs vary across states; in particular, the MPC out of current income is higher in states where income is more persistent, and the MPC out of lagged income is lower in agricultural states. We show that the estimated MPCs can be matched by a model of forward-looking consumers that includes all of the following features: time aggregation, durable goods, impatience, credit constraints, and risk sharing. © 2008 by the President and Fellows of Harvard College and the Massachusetts Institute of Technology.","","","Article","Final","","Scopus","2-s2.0-38849142672"
"Kharroubi E.","Kharroubi, Enisse (22956132200)","22956132200","Crises, volatility, and growth","2007","World Bank Economic Review","21","3","","439","460","10","10.1093/wber/lhm015","https://www.scopus.com/pages/publications/35848932793?origin=resultslist","How do volatility and liquidity crises affect growth? When credit is constrained, a bias toward short-term debt can arise in financing long-term investments, generating maturity mismatches and leading potentially to liquidity crises. The frequency of liquidity crises (""abnormal"" volatility) and the volatility of growth (""normal"" volatility) are found to have independent negative effects on growth. Financial development however dampens the growth cost of volatility, but only in the case of normal volatility. The growth cost of volatility therefore depends critically on the composition of normal and abnormal volatility, the latter being more costly for growth. © The Author 2007. Published by Oxford University Press on behalf of the International Bank for Reconstruction and Development the world bank. All rights reserved.","","credit provision; debt crisis; economic growth; investment","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-35848932793"
"Fiaschi D.; Lavezzi A.M.","Fiaschi, Davide (7003901971); Lavezzi, Andrea Mario (7005513841)","7003901971; 7005513841","Growth volatility and the structure of the economy","2011","Frontiers of Economics and Globalization","11","","","203","245","5","10.1108/S1574-8715(2011)0000011013","https://www.scopus.com/pages/publications/84896503389?origin=resultslist","The aim of the chapter is twofold: (i) to propose a methodology to compute the growth rate volatility of an economy and (ii) to investigate the relationship between growth volatility and economic development through the lenses of the structural characteristics of an economy. We study a large cross-section of countries in the period 1970-2009, controlling for the stability of the estimates in two subperiods: 1970:1989 (Period I) and 1990:2009 (Period II). Our main findings are (i) the degree of trade openness has a destabilizing effect, while the degree of financial openness has not a significant effect; (ii) the size of the public sector displays a U-shaped relationship with growth volatility, but only in Period II; and (iii) the level of financial development has a negative effect on growth volatility, but only in Period I. Therefore, the dominant policy orientations in the recent decades contained emphasis on potential sources of instability, for example, on the increase in openness and on the reduction of the size of the public sector. © 2011 by Emerald Group Publishing Limited. All rights reserved.","Economic development; Economic structure; Growth volatility; Nonparametric methods","","Article","Final","","Scopus","2-s2.0-84896503389"
"Burger J.D.; Sedgley N.; Tan K.M.","Burger, John D. (8368121400); Sedgley, Norman (55880903200); Tan, Kerry M. (56921117700)","8368121400; 55880903200; 56921117700","Macroeconomic shocks and corporate R&D","2017","B.E. Journal of Macroeconomics","17","2","20160090","","","6","10.1515/bejm-2016-0090","https://www.scopus.com/pages/publications/85029218852?origin=resultslist","This paper investigates the impact of output and credit market shocks on R&D spending in advanced economies and builds on the commonly accepted view that credit constraints lead to procyclical R&D spending. A theoretical model is developed where output and credit shocks are treated separately, though these shocks may be highly correlated. The estimation procedure utilizes a panel vector autoregression (VAR) in order to empirically identify the role of credit market shocks separately from the output shocks more commonly studied in the existing literature. The primary empirical findings can be summarized as follows: (1) R&D responds pro-cyclically to output shocks at the macroeconomic level, and (2) R&D co-moves positively with credit. More concretely, the results indicate that negative output shocks induce a simultaneous and subsequent contraction in credit and R&D consistent with a model where credit constraints drive cyclical adjustments to R&D. The impact of output and credit shocks on R&D are economically significant and a simulation exercise suggests the shocks associated with the global financial crisis have reduced US R&D by 10% relative to the pre-crisis path. © 2017 Walter de Gruyter GmbH, Berlin/Boston.","Business cycle; Credit constraints; Panel VAR; R&D spending","","Article","Final","","Scopus","2-s2.0-85029218852"
"Aghion P.; Banerjee A.","Aghion, Philippe (7004203407); Banerjee, Abhijit (7402886108)","7004203407; 7402886108","Volatility and Growth","2007","Volatility and Growth","","","","1","160","54","10.1093/acprof:oso/9780199248612.001.0001","https://www.scopus.com/pages/publications/84920503853?origin=resultslist","It has long been recognized that productivity growth and the business cycle are closely interrelated. Yet, until recently, the two phenomena have been investigated separately in the economics literature. This book provides the first consistent attempt to analyze the effects of macroeconomic volatility on productivity growth, and also the reverse causality from growth to business cycles. It shows that by looking at the economy through the lens of private entrepreneurs, who invest under credit constraints, one can go some way towards explaining persistent macroeconomic volatility and the effects of volatility on growth. Beginning with an analysis of the effects of volatility on growth, it argues that the lower the level of financial development in a country, the more detrimental the effect of volatility on growth. This prediction is confirmed by cross-country panel regressions. The data also suggest that a fixed exchange rate regime or more countercyclical budgetary policies are growth-enhancing in countries with a lower level of financial development. The former reduce aggregate volatility whereas the latter reduce the negative effects of volatility on long-term productivity-enhancing investment by firms. The book concludes with an investigation into how the interplay between credit constraints and pecuniary externalities is sufficient to generate persistent business cycles and to explain the occurrence of currency crises. © P. Aghion and A. Banerjee, 2005. All rights reserved.","Business Cycles; Credit Constraints; Financial Development; Macroeconomic Volatility; Pecuniary Externalities; Productivity","","Book","Final","","Scopus","2-s2.0-84920503853"
"Carsamer E.","Carsamer, Emmanuel (55785736400)","55785736400","Volatility transmission in selected African foreign exchange markets","2016","International Journal of Economic Perspectives","10","2","","43","61","0","","https://www.scopus.com/pages/publications/85014122137?origin=resultslist","The purpose of this paper is to analyse the nature of volatility transmission between exchange rates in some African countries. Unlike most studies in the literature which focus on multivariate GARCH model, this study explores the issue of volatility transmission and spillover between exchange rates of some African nations using augmented DCC model of Belgacem and Guesmi, and Lahiani. In addition, multivariate GARCH with time varying variance-covariance BEKK model is used as a benchmark against the spillover methodology proposed by Belgacem, Guesmi, and Lahiani. The results of multivariate GARCH model suggests the integration between foreign exchange markets and indicates the existence of uni-directional and bi-directional volatility spillover between foreign exchange markets in the African countries. The key findings are that African market is more prone to shock from outside than in the region. Macroeconomics news surprises influence volatility transmission. These findings clearly demonstrate the level of financial development and challenges that sometimes exist in exchange rate policy implementation by policymakers. The market participants may consider the relationship between the exchange rates to predict the future movement of each other effectively. Moreover, the paper can help regulators and policy makers in African economies to understand the structure of the market in a better way to design appropriates policies. © International Economic Society.","Augmented dynamic conditional exchange rates; Emerging markets; Returns; Spillover; Volatility transmission","","Article","Final","","Scopus","2-s2.0-85014122137"
