"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Horan R.D.; Sims C.; Finnoff D.","Horan, Richard D. (7006830589); Sims, Charles (36163716900); Finnoff, David (6507926886)","7006830589; 36163716900; 6507926886","Endogenous Risk and Habitat Loss from Climate Change: An Application to Seal Management after the November Rain","2023","Journal of the Association of Environmental and Resource Economists","10","6","","1665","1688","3","10.1086/725153","https://www.scopus.com/pages/publications/85177452747?origin=resultslist","The role of climate change on stochastic resource growth has yet to be analyzed in a bioeconomic setting, which is important given that increased weather variability is a key climate change feature. We construct a bioeconomic analysis in which mean and variance impacts of climate change produce multiple elements—population stochasticity, mean habitat loss, and greater habitat variability—impacting the riskiness of resource management. Our results show that change in the variance of weather events is an important consideration for managing at-risk species and may create countervailing conservation incentives relative to considering only mean impacts. We apply our analysis to North Atlantic harp seals, which are uniquely susceptible to climate change, as they require sea ice to breed and raise their pups. Harp seal conservation incentives and negative economic impacts of habitat loss are tempered when accounting for both reduced mean sea ice levels and increased sea ice variability. © 2023 The Association of Environmental and Resource Economists. All rights reserved.","climate change; conservation; environmental stochasticity; risk premium","","Article","Final","","Scopus","2-s2.0-85177452747"
"Chuang Y.","Chuang, Yating (57204520385)","57204520385","Climate variability, rainfall shocks, and farmers’ income diversification in India","2019","Economics Letters","174","","","55","61","51","10.1016/j.econlet.2018.10.015","https://www.scopus.com/pages/publications/85055909307?origin=resultslist","Rainfall in India has become much more variable as a result of global climate change. Responses to rain shocks vary depending on the level of climate variation a community experiences historically. Using data spanning three decades in 230 villages in India, I find that farmers tend to diversify their income with non-farm wage jobs in response to rainfall shocks. This diversification strategy is employed less in places with more variable historical weather as people are more adapted. As climate change causes more variable weather in the coming years, my results suggest that places with historically less variable weather may become more vulnerable in this changing climate. © 2018","Climate change adaptation; India; Labor supply; Risk","","Article","Final","","Scopus","2-s2.0-85055909307"
"Mubenga-Tshitaka J.-L.; Gelo D.; Dikgang J.; Muteba Mwamba J.W.","Mubenga-Tshitaka, Jean-Luc (57780553300); Gelo, Dambala (54681738400); Dikgang, Johane (48361117900); Muteba Mwamba, John W. (57198395102)","57780553300; 54681738400; 48361117900; 57198395102","Panel threshold effect of climate variability on agricultural output in Eastern African countries","2024","Cogent Economics and Finance","12","1","2345437","","","4","10.1080/23322039.2024.2345437","https://www.scopus.com/pages/publications/85196673765?origin=resultslist","Recent scientific literature shows that in many developing countries, variability in rainfall and temperature in growing season has detrimental effects on agricultural output, especially when the variability is high. It is yet unclear to what extent or threshold these variations impair the agricultural productivity in some parts of Africa. In this study, we answer this research question using a dynamic panel threshold model on a panel dataset of East African countries for the period 1961–2020. We incorporate climate variables disaggregated into growing and non-growing seasons. The empirical results indicate that growing rainfall variability has significant effects on agricultural output. More specifically, we found a significant negative effect from rainfall variability in spring and summer, when precipitation variability exceeds thresholds of −0.533 mL and −0.902 mL respectively. However, these effects are indistinguishable from zero in fall season. Regarding a growing-season temperature variability, we found no significant effects across seasons. Policy implications are discussed. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Adaptation policy; Agriculture and Food; climate change; Development Economics; dynamic panel threshold; Eastern Africa; Ecological Economics; Environment & Economics; Lanouar Charfeddine, Qatar University, Qatar","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85196673765"
"Wahyu M.F.R.; Rijal S.S.; Susamto A.A.","Wahyu, Muhammad Fawdy Renardi (60614749500); Rijal, Seftiawan Samsu (57222902329); Susamto, Akhmad Akbar (57195902678)","60614749500; 57222902329; 57195902678","Does rainfall affect inflation? Evidence from Indonesia’s regional heterogeneity","2026","Journal of Applied Economics","29","1","2714629","","","0","10.1080/15140326.2026.2714629","https://www.scopus.com/pages/publications/105048181427?origin=resultslist","This study analyzes the impact of seasonal rainfall variations on inflation in Indonesia, using panel data from 82 cities between 2014 and 2019. While prior research links weather conditions, particularly rainfall, to inflation through effects on agricultural production, our findings challenge this view. Using fixed effects regression models, we observe a statistically significant negative relationship between rainfall and inflation at the district level; however, the effect sizes are economically negligible. When time fixed effects are added, capturing national-level factors like monetary policy and global conditions, rainfall’s impact becomes statistically insignificant. Robustness checks, including weighted two-way fixed effects models, placebo tests, and extending the observational period to 2023, confirm the consistency of these results. The findings suggest that national-level policies overshadow minor local effects of rainfall on inflation. Policymakers should prioritize macroeconomic strategies over local environmental factors when addressing inflation, highlighting the limited role of weather variability. © 2026 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Fixed effects regression; inflation dynamics; macroeconomic policy; rainfall variations","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105048181427"
"Otrachshenko V.; Popova O.; Alimukhamedova N.","Otrachshenko, Vladimir (55322056000); Popova, Olga (55938397300); Alimukhamedova, Nargiza (57148519500)","55322056000; 55938397300; 57148519500","Rainfall variability and labor allocation in Uzbekistan: the role of women’s empowerment","2024","Post-Soviet Affairs","40","2","","119","138","7","10.1080/1060586X.2024.2309822","https://www.scopus.com/pages/publications/85184424049?origin=resultslist","Employing a novel georeferenced household survey enriched with data on precipitation and temperature, this paper examines how rainfall variability affects individual labor supply in Uzbekistan, a highly traditional lower-middle-income country in Central Asia. The findings suggest that rainfall variability induces the reallocation of labor supply: (1) out of agriculture to unemployment, (2) from unemployment to business activities and irregular remunerated activities, and (3) from being out of labor force to unemployment. These effects differ in rural and urban areas and by gender. In addition, active women’s involvement in the labor market and household decision-making mediates the impact of rainfall variability on employment choices, especially in rural areas. This implies that traditional gender roles may make households in developing countries more vulnerable to adverse consequences of climate change, while women’s empowerment may mitigate such consequences. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","agriculture; Central Asia; labor market; Rainfall variability; Uzbekistan; women’s empowerment","Uzbekistan; agriculture; developing world; empowerment; gender role; labor supply; rainfall; unemployment; womens status","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85184424049"
"Stepanyan D.; Neuenfeldt S.; Spiegel A.; Söder M.; Fournier Gabela J.G.; Freund F.; Heidecke C.; Osterburg B.; Gocht A.","Stepanyan, Davit (57212343002); Neuenfeldt, Sebastian (56515204800); Spiegel, Alisa (57213804033); Söder, Mareike (57073576400); Fournier Gabela, Julio G (57215190952); Freund, Florian (56725249800); Heidecke, Claudia (23485200400); Osterburg, Bernhard (55962888300); Gocht, Alexander (14063351300)","57212343002; 56515204800; 57213804033; 57073576400; 57215190952; 56725249800; 23485200400; 55962888300; 14063351300","Beyond determinism: Accounting for weather variability in the carbon pricing debate for EU agriculture","2026","European Review of Agricultural Economics","53","3","","967","999","0","10.1093/erae/jbag007","https://www.scopus.com/pages/publications/105048154847?origin=resultslist","Agriculture accounts for 11 per cent of EU greenhouse gas emissions, yet sectoral emissions have stagnated over the past two decades. This paper evaluates carbon pricing in EU agriculture by integrating stochastic yield variability into the CAPRI model. We assess how different carbon price levels affect emissions and outcome uncertainty. Results show that carbon pricing reduces emissions, and higher price levels are associated with lower uncertainty in policy outcomes. While expected results remain similar to deterministic simulations, stochastic modeling reveals greater regional and sectoral heterogeneity. These findings highlight the importance of accounting for production risk when designing agricultural climate policies. © The Author(s) 2026. Published by Oxford University Press on behalf of the Foundation for the European Review of Agricultural Economics. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.","CAPRI model; carbon pricing; EU agriculture; stochastic modeling; weather variability","carbon emission; climate change; environmental policy; European Union; greenhouse gas; risk assessment; stochasticity","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105048154847"
"Harsem Ø.; Hoel A.H.","Harsem, Øistein (53063730700); Hoel, Alf Håkon (6701542817)","53063730700; 6701542817","Climate change and adaptive capacity in fisheries management: The case of Norway","2013","International Environmental Agreements: Politics, Law and Economics","13","1","","49","63","14","10.1007/s10784-012-9199-5","https://www.scopus.com/pages/publications/84874354217?origin=resultslist","Climate variability and change drive changes in marine ecosystems, such as growth in and geographic distribution of living marine resources. Mitigating measures in response to anthropogenic climate change are insufficient, and more attention must be directed toward adaptation to climate change. In the management of living marine resources, successful management will rest on the capacity of management regimes to be adaptive and flexible. This article addresses the management of living marine resources, and how management regimes cope with change and bolster the resilience of ecosystems. Experiences from the Norwegian management regime for living marine resources are used to illustrate how an existing regime can respond to change. We conclude that management regimes with sufficient capacity, in terms of robust science, regulatory frameworks that contribute to reduced fishing effort and maintenance of sustainable stock levels, and enforcement capability, are more likely to respond adequately to the challenges posed by climate change than those that do not. © 2012 Springer Science+Business Media Dordrecht.","Adaptation; Climate change; Fisheries; Management regimes; Norway","Norway; adaptive management; climate change; ecosystem resilience; fishery management; fishing effort; geographical distribution; growth rate; marine ecosystem; marine resource; regulatory framework","Article","Final","","Scopus","2-s2.0-84874354217"
"Colmer J.","Colmer, Jonathan (57218351922)","57218351922","Rainfall Variability, Child Labor, and Human Capital Accumulation in Rural Ethiopia","2021","American Journal of Agricultural Economics","103","3","","858","877","32","10.1111/ajae.12128","https://www.scopus.com/pages/publications/85089705384?origin=resultslist","How does income uncertainty affect human capital investments in agrarian economies? Using child-level panel data, I exploit a medium-run change in mean-preserving rainfall variability to identify the effects of income uncertainty on the child labor decisions and human capital investments of smallholder farmers in rural Ethiopia. I estimate that increased rainfall variability is associated with less child labor and more schooling, consistent with a diversification mechanism. These findings highlight the empirical relevance of income uncertainty for decision making and household investment in rural economies. I find no evidence that rainfall variability is associated with past, present, or future rainfall, nor with income, wealth, and agricultural outcomes. As such, residual variation in realized income shocks—the main confounding interpretation—does not appear to explain the results. © 2020 Agricultural & Applied Economics Association","Child labor; human capital; income uncertainty; rainfall variability","Ethiopia; child labor; human capital; income distribution; rainfall; rural economy; smallholder; uncertainty analysis","Article","Final","","Scopus","2-s2.0-85089705384"
"Kumar P.; Sahu N.C.; Ansari M.A.","Kumar, Pushp (57216399518); Sahu, Naresh Chandra (39962581300); Ansari, Mohd Arshad (57220799619)","57216399518; 39962581300; 57220799619","Export Potential of Climate Smart Goods in India: Evidence from the Poisson Pseudo Maximum Likelihood Estimator","2021","International Trade Journal","35","3","","288","308","14","10.1080/08853908.2021.1890652","https://www.scopus.com/pages/publications/85102496893?origin=resultslist","This article highlights the per capita GDP of the exporter country and GDP of the importer country as major positive determinants of CSGs exports in India using the gravity model of trade. Besides, it is found that India has export potential in CSGs with Russia, Switzerland, Israel, Egypt, China, Mexico, Pakistan, Thailand, the Philippines, South Korea, France, Japan, Oman, Belgium, and Malaysia. The findings suggest that India can take advantage of climate variability by exporting CSGs to the world which will contribute to its economic growth and strengthen its adaptability potential to deal with the increasingly adverse effects of climate change. © 2021 Taylor & Francis Group, LLC.","climate smart goods; Export potential; gravity model; India; Poisson pseudo maximum likelihood","","Article","Final","","Scopus","2-s2.0-85102496893"
"Oumer A.M.; Burton M.; Hailu A.; Mugera A.","Oumer, Ali M. (36668973700); Burton, Michael (7202920179); Hailu, Atakelty (7003570203); Mugera, Amin (8855188200)","36668973700; 7202920179; 7003570203; 8855188200","Sustainable agricultural intensification practices and cost efficiency in smallholder maize farms: Evidence from Ethiopia","2020","Agricultural Economics (United Kingdom)","51","6","","841","856","16","10.1111/agec.12595","https://www.scopus.com/pages/publications/85092052919?origin=resultslist","Sustainable agricultural intensification (SAI) practices have been promoted in developing countries to improve farm productivity and environmental services. However, it is still unclear whether use of a combination of SAI practices has a significant influence on the cost efficiency of smallholder farms. This study investigates whether the cost efficiency of smallholder maize producers in Ethiopia depends on use of input-augmenting and agronomic SAI practices. Stochastic cost frontier models that account for heterogeneity across farms are used for estimation. We find that the use of individual SAI practices increases cost while the combined use of the practices reduces it. The marginal effect on cost reduction is substantial when SAI practices are set at their sample maximum levels. Overall, the results demonstrate the benefit of using a combination of SAI practices in minimizing production cost while addressing the adverse effects of soil degradation and climate variability. To enhance food security, smallholder farm incomes and the sustainability of production in developing countries, policy programs should focus on promoting packages of input-augmenting and agronomic SAI practices. © 2020 International Association of Agricultural Economists","climate variability; cost efficiency; Ethiopia; maize production; smallholder farmers; soil degradation; stochastic cost frontier; sustainable maize intensification","Ethiopia; agricultural intensification; alternative agriculture; climate variation; cost analysis; developing world; food security; heterogeneity; maize; production cost; smallholder; soil degradation; sustainability","Article","Final","","Scopus","2-s2.0-85092052919"
"Kousar S.; Ameer A.; Nasir A.; Afzal M.; Abbas S.","Kousar, Shazia (57202263843); Ameer, Amina (57224412164); Nasir, Adeel (55398249000); Afzal, Muhammad (57578448500); Abbas, Sohail (57200002068)","57202263843; 57224412164; 55398249000; 57578448500; 57200002068","Comparative analysis to assess food security in south asian nations: an application of multivariate GARCH model","2024","Environment, Development and Sustainability","","","e0185466","","","2","10.1007/s10668-024-05737-5","https://www.scopus.com/pages/publications/85213022036?origin=resultslist","In the era of climate change, global food security is expected to increase, which is becoming a challenge to ensuring sustainable development goal (SDG) 2 to zero hunger in 2030. However, a recent study recommends that climate variability, globalization, and food security are the main hurdles in developing countries in overcoming the issue of food insecurity. This study examined the impact of globalization and climate variability on food security across India, Pakistan, and Bangladesh during 2001–2023. The food security data was collected from the Food and Agriculture Organization (FAO), while globalization data was taken from KOF globalization. In addition, the data for climate variability, population density, foreign direct investment, economic growth, and inflation was assessed from the World Development Indicators. Two-layer principal component analysis (TLPCA) was used to develop the food security index. In contrast, multivariate Generalized Auto-Regressive Conditional Heteroscedasticity (GARCH 1, 1) was used to determine the impact of globalization and climate variability on food security. The study revealed that globalization and climate variability negatively affect food security in Pakistan and India. In addition, the study found that population density significantly mitigates the undesirable effects of globalization and climate variability on food security. This study helps policymakers to develop strategies related to globalization, climate variability, and population density to optimize food security. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.","Agriculture growth; Climate variability; Food security; Globalization; Population density","","Article","Article in press","","Scopus","2-s2.0-85213022036"
"Mkuhlani S.; Mupangwa W.; Nyagumbo I.","Mkuhlani, Siyabusa (56910227700); Mupangwa, Walter (14632200800); Nyagumbo, Isaiah (36351191500)","56910227700; 14632200800; 36351191500","Maize yields in varying rainfall regimes and cropping systems across Southern Africa: A modelling assessment","2018","University Initiatives in Climate Change Mitigation and Adaptation","","","","203","228","11","10.1007/978-3-319-89590-1_12","https://www.scopus.com/pages/publications/85053227657?origin=resultslist","Rainfall variability, which ultimately leads to climate change, is a major threat to smallholder agriculture. It affects time of sowing time and productivity, amongst other challenges. There is therefore need to evaluate the different strategies for their effectiveness in managing climate variability. This study assessed the effects of different strategies on sowing date, season length and maize yields under variable rainfall conditions. Maize (Zea mays L.) yield simulations for Southern Africa were conducted using the DSSAT model. Simulated conservation agriculture (CA)-based cropping systems included basins prepared early (CA-Basins early) and late (CABasins late), draught powered planter (CA-Direct seeder), ripper (CA-Ripper) and Dibble stick (CA-Dibble). Conventional systems were mouldboard ploughing early (CMP-early) and late (CMP-late). Rainfall seasons were classified into low, medium and high based on the total rainfall amount. Results showed that high-rainfall seasons were seeded earlier and had a greater season length compared to low rainfall seasons in drier agro-ecologies, translating to higher yields and vice versa. Reduced labour requirements and use of draught power, enabled early seeding of CA-ripper, direct seeder, basins early and CMP-early systems compared to CA-Basins late, Dibble stick and CMP-late systems. However, performance of cropping systems did not vary across season types suggesting that there was thus no evidence of higher yield advantages from CA technologies even during low rainfall seasons. This puts the merits of drought mitigation by CA technologies into doubt despite enabling early planting. © Springer International Publishing AG, part of Springer Nature 2019. All rights reserved.","Conservation agriculture; Conventional agriculture; Planting date; Season length; Semi-arid","","Book chapter","Final","","Scopus","2-s2.0-85053227657"
"Bajja S.; Sackitey G.; Fumey M.P.; Amouzay H.; El ghini A.","Bajja, Salwa (58475789000); Sackitey, Gabriel (59547870500); Fumey, Michael Provide (59468165600); Amouzay, Hassan (58236499700); El ghini, Ahmed (14831124500)","58475789000; 59547870500; 59468165600; 58236499700; 14831124500","Agricultural productivity and climate change vulnerability in West Africa: The role of technological innovation and carbon reduction strategies for sustainable agriculture","2026","Sustainable Futures","11","","101706","","","4","10.1016/j.sftr.2026.101706","https://www.scopus.com/pages/publications/105028897652?origin=resultslist","Agriculture practiced in West Africa incorporates a climate-sensitive environment that is threatened by increasing temperatures, rainfall variability, and environmental degradation. Yet despite the growing attention on the importance of technological innovation and carbon reduction measures being incorporated into agricultural policies, there is a lack of empirical analysis on how these variables interdependently influence agrarian productivity. The assumption underlying this research work is that the interdependence of technological innovation, climate vulnerability, and carbon emissions influences agricultural productivity asymmetrically across West African countries. This research utilizes a balanced panel data set from six West African countries between 1991 and 2021, employing the augmented mean group (AMG) approach to address aspects associated with cross-sectional dependence and country heterogeneity and robustness using fully modified ordinary least squares (FMOLS). The outcomes reveal the presence of significant cross-country variation, indicating that urbanization and land distribution for growing cereal crops enhance agricultural productivity. The adoption of Internet technology is found to have a negative correlation with productivity, which can be attributed to institutional limitations in farming and rural settings. Carbon emissions also hurt agrarian productivity. In contrast, precipitation and temperature variation are found to influence agricultural productivity in West Africa. It can thus be inferred that the outcomes support the requirement for adaptive climate policies, which can focus on technological innovation, as these influence Agri-productivity in West Africa. © 2026 The Author(s)","Agricultural productivity; Rainfall; Technological innovation; Temperature; West Africa","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028897652"
"Yalçınkaya Ö.; Yurttançıkmaz Z.Ç.; Erkal G.","Yalçınkaya, Ömer (57201419991); Yurttançıkmaz, Ziya Çağlar (60230716600); Erkal, Gökhan (58023942000)","57201419991; 60230716600; 58023942000","Implications for Monetary Policy on the Effects of Climate Change on Inflation: Evidence from G-20 Countries","2026","Open Economies Review","","","","","","1","10.1007/s11079-026-09853-9","https://www.scopus.com/pages/publications/105029459326?origin=resultslist","This study examines the effects of climate change on inflation in G-20 countries, including central banks that play a leading role in shaping global monetary policies. The analysis is conducted not only for the G-20 as a whole but also for subgroups classified by development level (AE-9, DE-10) and monetary policy regime (IT-12, NIT-7), using the panel Local Projections Method (LPM) with quarterly data from January 1990 to March 2024. Symmetric and asymmetric temperature and precipitation shocks, measured through the Z-score method, are employed to capture the differentiated effects of climate variability. The results show that the impacts of climate shocks on inflation are heterogeneous and depend on development levels, monetary policy regimes, and the nature of shocks. Temperature shocks generate deflationary effects in advanced economies but inflationary effects in developing ones. In contrast, precipitation shocks are mostly insignificant in the short run yet exert deflationary effects in the medium and long run. In inflation-targeting countries, temperature shocks have inflationary effects and precipitation shocks have deflationary effects, whereas both shocks produce deflationary pressures in non-targeting countries. Asymmetric analyses further reveal that positive shocks have more substantial and more persistent impacts than negative ones, indicating the greater inflationary or deflationary risks of extreme climate events. Robustness checks confirm these findings across model specifications, sub-periods, and country samples. The results highlight that climate change constitutes a systematic and long-lasting threat to price stability, especially for developing economies, and complicates the conduct of monetary policy. Accordingly, the study underscores the need for central banks to integrate climate shocks into their policy frameworks, adopt flexible and forward-looking instruments, and enhance coordination with fiscal policies to strengthen macroeconomic resilience. © The Author(s) 2026.","Asymmetric climate shocks; Climate change; Environmental monetary policy; Inflation; Panel LPM","","Article","Article in press","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105029459326"
"Fernando V.A.; Guru M.; Saxena S.; Naik M.N.; Sriramkumar R.; Dhanraj J.A.; Lakshmanan M.","Fernando, Vegi A. (57232046900); Guru, Mitha (59961631500); Saxena, Sugandha (57215836368); Naik, Mude Nagarjuna (60813851600); Sriramkumar, R. (59410134400); Dhanraj, Joshuva Arockia (57189578655); Lakshmanan, M. (57215559537)","57232046900; 59961631500; 57215836368; 60813851600; 59410134400; 57189578655; 57215559537","Managing Climate Variability with Federated Artificial Intelligence Models","2026","Agricultural Supply Chain Optimization Using Federated Learning","","","","57","79","0","","https://www.scopus.com/pages/publications/105048639875?origin=resultslist","Climate variability poses significant challenges to environmental stability, agriculture, and disaster preparedness. With climate datasets distributed across multiple agencies and regions, centralized machine learning approaches often face obstacles related to data privacy, sovereignty, and bandwidth. This chapter explores how federated artificial intelligence (FAI) can enable collaborative, privacy-preserving, and efficient climate modeling. We present a technical framework for implementing federated learning in climate science, focusing on cyclone prediction, drought forecasting, and flood early-warning systems. Simulated datasets are used to demonstrate workflow, model evaluation, and integration with IoT and edge computing devices. The chapter also addresses algorithmic adaptations for nonindependent and identically distributed (non-IID) data, privacy enhancements through secure aggregation, and hybrid physics-informed artificial intelligence models. The results highlight the potential for FAI to improve predictive accuracy while maintaining data ownership, paving the way for global cooperation in climate resilience. © 2026 Scrivener Publishing LLC.","climate variability; distributed systems; edge AI; Federated learning; IoT; LSTM; privacy-preserving AI; time-series forecasting","Climate change; Climate models; Disaster prevention; Drought; Edge computing; Federated learning; Floods; Learning systems; Privacy-preserving techniques; Storms; Weather forecasting; Climate variability; Distributed systems; Edge AI; Environmental disasters; Intelligence models; IoT; LSTM; Privacy preserving; Privacy-preserving AI; Time series forecasting; Artificial intelligence","Book chapter","Final","","Scopus","2-s2.0-105048639875"
"Das S.; Banerjee P.; Karmakar S.","Das, Siddhartha (55476997000); Banerjee, Pradipta (57211190676); Karmakar, Souptik (59252808200)","55476997000; 57211190676; 59252808200","Integration of geospatial technology and machine learning for precision agriculture","2025","Agricultural Insights from Space: Machine Learning Applications in Satellite Data Analysis","","","","97","133","0","10.1016/B978-0-443-34113-7.00010-9","https://www.scopus.com/pages/publications/105026947535?origin=resultslist","The integration of geospatial technology and machine learning is revolutionizing precision agriculture, enabling more efficient, sustainable, and productive farming practices. Geospatial technology, encompassing geographic information systems (GIS), remote sensing, and global positioning systems (GPS), provides detailed spatial and temporal data about various agricultural parameters. When combined with machine learning algorithms, this rich dataset facilitates precise analysis and decision-making processes tailored to specific agricultural needs. Machine learning models, trained on extensive geospatial datasets, can predict crop yields, identify stress factors, and optimize resource allocation. These models analyze patterns and relationships within the data, providing insights into soil health, moisture levels, nutrient distribution, and pest infestations. By processing high-resolution satellite imagery and drone footage, machine learning algorithms can detect subtle variations in crop health and growth, enabling early intervention and targeted treatments. Geospatial technology enhances the precision of these interventions by mapping out specific areas requiring attention, thereby reducing the overuse of inputs such as water, fertilizers, and pesticides. This targeted approach not only lowers production costs but also minimizes environmental impacts, promoting sustainable farming practices. Moreover, real-time monitoring and predictive analytics powered by machine learning allow for dynamic adaptation to changing conditions, ensuring optimal crop management throughout the growing season. The integration of geospatial technology and machine learning in precision agriculture offers significant benefits, including increased crop yields, improved resource efficiency, and enhanced resilience to climate variability. This synergy fosters a data-driven agricultural paradigm, where informed decisions lead to higher productivity and sustainability, ultimately contributing to global food security and the economic viability of farming communities. © 2026 Elsevier Inc. All rights reserved..","crop yield; geospatial technology; GPS; machine learning; Precision agriculture; remote sensing","Agricultural machinery; Crops; Decision making; Geographic information systems; Information use; Integration; Learning algorithms; Learning systems; Machine learning; Precision agriculture; Predictive analytics; Sustainable development; Crop yield; Farming practices; Geospatial technology; Global positioning; Machine learning algorithms; Machine-learning; Positioning system; Precision Agriculture; Remote-sensing; Technology learning; Remote sensing","Book chapter","Final","","Scopus","2-s2.0-105026947535"
"Hogan A.; Young M.","Hogan, Anthony (35237283700); Young, Michelle (55773378900)","35237283700; 55773378900","Visioning a future for rural and regional Australia","2013","Cambridge Journal of Regions, Economy and Society","6","2","","319","330","25","10.1093/cjres/rst005","https://www.scopus.com/pages/publications/84879342416?origin=resultslist","Rural and regional parts of Australia have consistently faced the interplay of three distinct challenges: the viability of small-scale agriculture as a basis for farm family and settlement livelihoods, climate variability and an increasingly globalising economic environment. In response to these changes, three key shifts in social policy have been observed since World War II: a shift in economic policy from protectionism to market-based approaches, a shift in natural resource management encompassing a recognition of scarcity and degradation and the need to better manage natural resources (such as land and water) and, in the face of rural decline, a shift in policy moving away from government as provider to a position promoting the economic self-sufficiency of communities. © 2013 The Author.","rural and regional Australia; social and economic policy","Australia; climate variation; economic policy; natural resource; protectionism; resource management; rural policy; small scale industry; social policy","Article","Final","","Scopus","2-s2.0-84879342416"
"Huang J.-T.; Wu L.","Huang, Jr-Tsung (7407190552); Wu, Liping (55714329900)","7407190552; 55714329900","Climate volatility and household saving in China","2018","Journal of Financial Counseling and Planning","29","1","","132","141","2","10.1891/1052-3073.29.1.132","https://www.scopus.com/pages/publications/85064439244?origin=resultslist","Many studies have investigated the correlation between climate change and economic growth. However, this study focuses on household saving, whereby growth may be correlated with climate volatility. This study conducts a dynamic panel analysis using data on Chinese provinces for the period of 2001–2009. Various indicators of climate volatility are employed to ensure robustness, and the Generalized Method of Moments (GMM) approach is chosen to reduce endogeneity. The estimation results show that in rural areas, temperature volatility is positively correlated with the household saving rate, but that the correlation is weaker in urban areas. This study suggests that first, to increase household welfare, risk-pooling insurance should be applied, and second, that rural areas should be the priority for development over urban areas. © 2018 Association for Financial Counseling and Planning Education®.","China; Climate volatility; Dynamic panel; GMM; Household saving","","Article","Final","","Scopus","2-s2.0-85064439244"
"Mubenga-Tshitaka J.-L.; Dikgang J.; Muteba Mwamba J.W.; Gelo D.","Mubenga-Tshitaka, Jean-Luc (57780553300); Dikgang, Johane (48361117900); Muteba Mwamba, John W. (57198395102); Gelo, Dambala (54681738400)","57780553300; 48361117900; 57198395102; 54681738400","Climate variability impacts on agricultural output in East Africa","2023","Cogent Economics and Finance","11","1","2181281","","","16","10.1080/23322039.2023.2181281","https://www.scopus.com/pages/publications/85149232058?origin=resultslist","This paper investigates whether the effects of weather variability in temperature and precipitation on agricultural output are short- or long-run. The contribution of this paper is twofold. First, the paper attempts to establish whether temperature or precipitation variability affects agricultural output in the short or the long run. Second, it examined whether the effects of temperature or precipitation variability on agricultural output are homogenous across East African countries. The results reveal that variability in temperature had a long-run impact on agricultural output, while variability in precipitation had a short-run effect. The findings also reveal that the long-run temperature variability effect was heterogeneous across East African countries, and to some extent, there is also evidence for the long-run effect of precipitation variability. These results are crucial in providing decision-makers and other interested parties a thorough evaluation of climate impacts and adaptation measures aimed at increasing agricultural production and food security. © 2023 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.","agricultural output; Climate variability; cross-sectional dependency; heterogeneity","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85149232058"
