"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Malinová A.; Čermák M.; Krepl V.; Vališ Z.","Malinová, Adéla (60346519400); Čermák, Michal (57190408308); Krepl, Vladimír (24473531000); Vališ, Zdeněk (60346737200)","60346519400; 57190408308; 24473531000; 60346737200","Temperature changes and agricultural performance linkage: Evidence from Africa","2026","Sustainable Futures","11","","101650","","","0","10.1016/j.sftr.2026.101650","https://www.scopus.com/pages/publications/105028248975?origin=resultslist","Temperature changes pose significant challenges for agriculture, influencing crop yields, resource use, and food security. Understanding these dynamics is essential for assessing risks and developing sustainable adaptation strategies. This paper investigates the impact of temperatures on agriculture value added across 46 African countries from 1993 to 2022. Multiple econometric approaches were used, including an error correction model, impulse-response analysis, and non-parametric partial-kernel regression. The results show a statistically significant and robust negative effect of temperatures on agriculture value added. Diagnostics confirm cointegration and robustness across model specifications. The findings underscore the importance of targeted adaptation strategies for safeguarding agricultural productivity in Africa. © 2026 The Authors","Agriculture; Agriculture value added; Climate change; ECM; Non-linear regression; Short-run; Temperature","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028248975"
"Zhen H.; Zhang W.; Deng M.","Zhen, Hao (60621835400); Zhang, WenXiang (60621937200); Deng, MengMeng (60621445700)","60621835400; 60621937200; 60621445700","PeanutYieldNet: A Deep Learning-Based Model for Predicting Peanut Yield Under Various Environmental Stress Conditions","2026","2026 5th International Symposium on Computer Applications and Information Technology, ISCAIT 2026","","","","699","702","0","10.1109/ISCAIT69154.2026.11477218","https://www.scopus.com/pages/publications/105038112970?origin=resultslist","Peanut, a major global oil crop, is highly sensitive to environmental stress factors like drought, high temperature, and salinity. Accurate prediction of peanut yield under different stress conditions is of great significance for agricultural production management and food security. However, traditional yield prediction methods rely on empirical models and statistical approaches, which have difficulty capturing complex nonlinear relationships and multi-factor interactions. This study proposes a deep learning-based peanut yield prediction model called PeanutYieldNet, which integrates the advantages of convolutional neural networks and long short-term memory networks to automatically extract spatiotemporal features from multi-source environmental data. Experimental results show that PeanutYieldNet demonstrates excellent predictive performance under various environmental stress conditions, with an average prediction accuracy of 92.847%, root mean square error of 0.236 t/ha, and R2 coefficient of 0.891, significantly outperforming traditional machine learning methods and single deep learning models. Ablation experiments and visualization analysis validated the effectiveness of each model component, providing strong technical support for precision agriculture and intelligent decision-making. © 2026 IEEE.","convolutional neural network; deep learning; environmental stress; long short-term memory network; peanut yield prediction; precision agriculture","Agricultural machinery; Convolution; Decision making; Deep neural networks; Forecasting; Learning systems; Oilseeds; Precision agriculture; Prediction models; Yield stress; Convolutional neural network; Deep learning; Environmental stress; Long short-term memory network; Memory network; Peanut yield prediction; Precision Agriculture; Short term memory; Stress condition; Yield prediction; Mean square error","Conference paper","Final","","Scopus","2-s2.0-105038112970"
"Prokopchuk O.; Prokopchuk I.; Mentel G.","Prokopchuk, Olena (56179883400); Prokopchuk, Ihor (57203208419); Mentel, Grzegorz (57015565600)","56179883400; 57203208419; 57015565600","Index insurance as an innovative tool for managing weather risks in the agrarian economic sector","2018","Journal of Competitiveness","10","3","","119","131","21","10.7441/joc.2018.03.08","https://www.scopus.com/pages/publications/85072108843?origin=resultslist","This article justifies the use of a new methodical approach to index insurance of agricultural producers against weather risks, in particular, the use of the thermal-hydraulic combined index (Іth) as the weather index of the effect of several triggers (temperature and precipitation) on yields, taking into account the uniformity of weather and climatic conditions over time. General scientific methods of scientific knowledge and research of economic phenomena are used for the scientific solution. The theoretical and methodological bases of the research are the works of scientists and practitioners involved in researching the market of agricultural insurance services in general and the issues of developing an effective system of agrarian insurance, in particular. The main method of research is the method of mathematical statistics, namely, a multivariate analysis of variance. This article presents research on the application of index insurance schemes while using weather index products. The advantages and disadvantages of these products are considered and the mechanism of the index insurance is described in general. The article considers the possibility of applying a rainfall index with a temperature threshold, and the thermal-hydraulic index (Іth) that takes into account and simultaneously combines several parameters is calculated. Considering the research findings, the authors suggest the adoption of the compound thermal-hydraulic index (Іth) and present a detailed description of the functioning of this mechanism. Approbation of the methodological tools was carried out on the example of the Uman District of the Cherkasy Region of central Ukraine. © 2018 Journal of Competitiveness.","Index; Insurance; Legislation; Weather conditions; Weather risk","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85072108843"
"Zhang H.; Su J.; Loaiciga H.A.; Liu J.; Hu Y.; Wu X.; Ying Z.; Sauter T.","Zhang, Huihui (57201065727); Su, Jingyong (60535508600); Loaiciga, Hugo A. (7005327958); Liu, Ji (60240334600); Hu, Yao (60142545800); Wu, Xueman (60536653100); Ying, Zhengtao (57344035100); Sauter, Tobias (26323851300)","57201065727; 60535508600; 7005327958; 60240334600; 60142545800; 60536653100; 57344035100; 26323851300","Evaluating the impact of extreme climate events on crop yields under future climate scenarios","2026","Journal of Cleaner Production","554","","148099","","","1","10.1016/j.jclepro.2026.148099","https://www.scopus.com/pages/publications/105033928967?origin=resultslist","Climate change and associated extreme climate events, such as drought, heavy precipitation, and heatwaves, present challenges to crop yields and global food security. However, the critical thresholds of associated dominant extreme events remain unclear, and so does the manner in which these events may influence future agricultural risks. This work develops a novel, data-driven, framework for assessing climate-induced crop yield risks and for evaluating the role of extreme climate events on the yields of major crops. The evaluation is made using an explainable LightGBM prediction model based on historical yield and climate data. The model elucidates key climate events driving yield variability and identifies their critical thresholds at which they negatively impact crop yield. Non-climatic factors are controlled to isolate climate-driven yield variability. This paper's framework is applied to evaluate the role that extreme climatic events might have on crop yields at the district (Landkreis) level in Germany relying on data from 2001 to 2020 across the growing season. This study projects future spatiotemporal exposure risks to crop yields induced by extreme climate events and their critical thresholds under two carbon emission scenarios (SSP2-4.5 and SSP5-8.5) from 2025 to 2100 in the study region. Our results indicate that meteorological drought and extreme high temperature are the dominant climate stressors threatening spring-sown or summer crop yields, while grain maize, oats, and summer barley are particular sensitive to short-term, intense drought events. In contrast, sugar beet is principally affected by long-term water deficits, as indicated by average meteorological drought conditions, and relies on consistent water availability throughout the growing season. Spatiotemporal exposure analysis reveals crop-specific vulnerability patterns: for instance, potato yields face exposure probabilities of up to 90%, whereas sugar beet shows the lowest risk, albeit with a twofold increase under higher emissions. This work's findings provide actionable insights for precision yield estimation, early warning systems, and adaptation strategies to mitigate climate impacts on food security. © 2026 Elsevier Ltd.","Climate change scenarios; Critical threshold; Crop yields; Explainable prediction models; Extreme climate events","Climate change; Climate models; Crops; Drought; Food security; Food supply; Grain (agricultural product); Risk management; Risk perception; Climate change scenarios; Climate event; Critical threshold; Crop yield; Explainable prediction model; Extreme climate event; Extreme climates; Growing season; Meteorological drought; Prediction modelling; Risk assessment; Sugar beets","Article","Final","","Scopus","2-s2.0-105033928967"
"Chandrasiri C.K.; Tsusaka T.W.; Ho T.D.N.; Zulfiqar F.; Datta A.","Chandrasiri, Chamila Kumari (57924641900); Tsusaka, Takuji W. (56659390600); Ho, Tien D. N. (57222101933); Zulfiqar, Farhad (57200105019); Datta, Avishek (57219729317)","57924641900; 56659390600; 57222101933; 57200105019; 57219729317","Impacts of climate change on paddy yields in different climatic zones of Sri Lanka: a panel data approach","2023","Asia-Pacific Journal of Regional Science","7","2","","455","489","11","10.1007/s41685-022-00264-5","https://www.scopus.com/pages/publications/85139611377?origin=resultslist","While climate change affects agricultural production globally, scarce literature has quantified the impacts of climatic factors on paddy yields with attention to specific water regimes, climatic zones, growth periods, and crop seasons. This study aimed to identify the effects of various climatic variables at different plant growth phases (growing and harvesting), crop seasons (Maha and Yala) [In Sri Lanka, there are two main crop seasons. Maha is the major cultivation season covering the months of October to March, and Yala is the minor cultivation season covering the months of April to September], and water regimes (major irrigation, minor irrigation, and rainfed) in three climatic zones (dry zone, intermediate zone, and wet zone) of Sri Lanka. A district-wise annual panel dataset was constructed for a 39-year period (1981 to 2019) covering 18 districts and analyzed by panel regression methods. The results showed that temperature had significant non-linear effects on yields in the dry and intermediate zones. Variation in temperature decreased yields more in the dry zone than in other zones. Rainfall significantly reduced yields in the dry and wet zones, whereas it increased yields in the intermediate zone. Rainfall fluctuations decreased yields in the wet zone more than in other zones. These findings suggest a need for dissemination of climate-smart agriculture practices by considering the characteristics of each water regime, particularly in the dry zone. For rainfed paddies, a crop insurance scheme should be introduced to reduce crop losses due to harsh climatic events. Complementary policies, such as improvement of irrigation systems and provision of timely weather forecasts, can support smallholder paddy farming. © 2022, The Japan Section of the Regional Science Association International.","Climatic zone; Major irrigation; Minor irrigation; Panel regression; Rainfall; Rainfed; Temperature; Variability","","Article","Final","","Scopus","2-s2.0-85139611377"
"Go Y.-H.; Tan Y.-L.; Yiew T.-H.","Go, You-How (56754806900); Tan, Yan-Ling (57192807082); Yiew, Thian-Hee (57191419464)","56754806900; 57192807082; 57191419464","Sensitivity of oil palm yield in Indonesia to climate change: evidence from threshold cointegration models","2026","Environment, Development and Sustainability","28","8","","18565","18584","4","10.1007/s10668-024-05635-w","https://www.scopus.com/pages/publications/85209154800?origin=resultslist","Increasing climatic unsuitability for oil palm is predicted, particularly after 2050. Indonesia has been widely praised for having the largest share of palm oil exports in the world, despite its low middle-income status. Using annual data of mean temperature (°C), mean precipitation (mm), and oil palm fruit yield (hg/ha) from 1960 to 2020, we estimate the sensitivity of oil palm yield to climate change in Indonesia. With the application of threshold cointegration models, we find that the impact of climate change on oil palm yield is asymmetry. Specifically, the sensitivity of yield to an increase in temperature results in a high stress level of palm oil production, while only an increase in precipitation seems to influence oil palm yield. Our study is unique as it provides evidence of the impact of temperature and precipitation on oil palm production when the palm fruit yield falls below and rises above its threshold value. We believe that this novel approach is an addition to the existing literature on climate change sensitivities of oil palm yield. We suggest that the government can consider a drought adaptation strategy in reaching biodiesel targets without the transformation of forest land for agriculture when the yield cannot be increased. To mitigate potential oil palm yield losses during the monsoon, water management strategies are suggested in most precipitation regions with high flood risks. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.","Climate change; Indonesia; Oil palm yield; Precipitation; Temperature; Threshold cointegration models","Indonesia; climate change; crop yield; drought; forest ecosystem; fruit; government; precipitation (climatology); temperature effect; threshold; wastewater management","Article","Final","","Scopus","2-s2.0-85209154800"
"Goering R.","Goering, Richard (7004856913)","7004856913","IBM claims edge on EDA guard in statistical tools","2005","Electronic Engineering Times","","1374","","1+96","","0","","https://www.scopus.com/pages/publications/22344453036?origin=resultslist","IBM is now providing and marketing EinsTimer, the first commercially available tool for incremental statistical timing analysis, which can be easily integrated into existing design flows. The EinsTimer includes gate and transistor level static timing analysis, statistical timing analysis, power distribution analysis, and signal integrity. It can handle front end variations such as L-effective, hot electron effect, different voltage thresholds, back end variations like metal separation, and environmental variations such as temperature. Statistical timing analysis offers maximize chip performance and yield, and will initially target 65 nm and see mainstream use at 45 nm.","","Computer software; Electronic equipment manufacture; Marketing; Microprocessor chips; Product development; Statistical methods; Timing devices; Cadence Design Systems inc. (CO); Electronic design automation; IBM (CO); Software licensing; Statistical timing tools; Product design","Review","Final","","Scopus","2-s2.0-22344453036"
"Mouleye I.S.; Daouda Y.H.; Diaw A.","Mouleye, Issoufou Soumaïla (57219901510); Daouda, Youssoufou Hamadou (55758694800); Diaw, Adama (55583737000)","57219901510; 55758694800; 55583737000","Impact of climate change on poverty and inequality in sub-Saharan Africa; [Effets du changement climatique sur la pauvreté et les inégalités en Afrique subsaharienne]","2020","Revue d'Economie du Developpement","27","3","","5","32","8","10.3917/edd.333.0005","https://www.scopus.com/pages/publications/85095996331?origin=resultslist","This paper analyzes the effects of climate change on the level of poverty and inequality in sub-Saharan Africa. We use a parametric and semi-parametric model of a triangular system and apply it to data from panels from twenty sub-Saharan African countries covering the period from 2000 to 2016. We use the ""generalized joint regression modeling"" (GJRM) procedure to estimate the model. The results show that if climatic variability (rise in temperature and fall in rainfall) induces low agricultural yields, their effects on poverty and inequalities appear in the form of a nonlinear relationship. Climate shocks negatively and significantly affect only the yield of sorghum at the poverty line of $3.20, while their effects are positive and significant on the prices of cereals (millet, corn, sorghum). Given the impacts of climate change on well-being, African governments should integrate the climate dimension into poverty and inequality reduction programs and policies. © 2020 Boeck Universite. All rights reserved.","Climate; GJRM; Inequality; Poverty; Triangular system.","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85095996331"
"Gan Q.; Elsworth D.; Cai J.","Gan, Quan (56012315200); Elsworth, Derek (7005281835); Cai, Jianchao (21740468600)","56012315200; 7005281835; 21740468600","Heat Transfer in Enhanced Geothermal Systems: Thermal-Hydro-Mechanical Coupled Modeling","2019","Petrophysical Characterization and Fluids Transport in Unconventional Reservoirs","","","","201","215","3","10.1016/B978-0-12-816698-7.00010-3","https://www.scopus.com/pages/publications/85061971228?origin=resultslist","Massive water injection during the stimulation and production stages in geothermal reservoirs can induce a strong coupled response. Fracture properties may be significantly altered due to fluid transport, heat transfer, and chemical reactions. We explored the impact of fluid circulation rates on the heterogeneity of thermal drawdown that may develop within the reservoir and its potential impact on the timing and magnitude of induced seismicity. The following study develops a dimensionless semi-analytical model that incorporates the reservoir scale, fracture spacing, and injection mass flow rate to determine thresholds for the evolution of uniform or shock-front distributions of thermal drawdown within the rock comprising the reservoir. The semi-analytical model is derived based on the balance of heat conduction within the fractured medium and the Warren-Root fracture model. We define two bounding modes of fluid production from the reservoir. For injection at a given temperature, these bounding modes relate to either low or high relative flow rates. At low relative dimensionless flow rates, the pressure pulse travels slowly, the pressure-driven changes in effective stress are muted, but thermal drawdown propagates through the reservoir as a distinct front. This results in the lowest likelihood of pressure-triggered events but the largest likelihood of late-stage thermally triggered events. Conversely, at high relative nondimensional flow rates, the propagating pressure pulse is larger and migrates more quickly through the reservoir but the thermal drawdown is uniform across the reservoir without the presence of a distinct thermal front, and is less capable of triggering late-stage seismicity. We evaluate the uniformity of thermal drawdown as a function of a dimensionless flow rate that scales with fracture spacing, injection rate, and the distance between the injector and the target point. This dimensionless scaling facilitates design for an optimum flow rate value to yield both significant heat recovery and longevity of geothermal reservoirs while minimizing associated induced seismicity. © 2019 Elsevier Inc. All rights reserved.","Continuum; Fracture permeability; Geothermal; Heat transfer; Thermal-hydraulic-mechanical coupling","","Book chapter","Final","","Scopus","2-s2.0-85061971228"
"Sous S.J.; Al-Hindi Y.; Shtaya M.J.Y.; Sadeq T.","Sous, Sana J. (59781360800); Al-Hindi, Yara (59486472200); Shtaya, Munqez J. Y. (14051148900); Sadeq, Tareq (55873376200)","59781360800; 59486472200; 14051148900; 55873376200","THE IMPACT OF CLIMATE CHANGE ON CROP YIELD IN PALESTINE","2025","Climate Change Economics","16","1","2450009","","","1","10.1142/S201000782450009X","https://www.scopus.com/pages/publications/105001079270?origin=resultslist","This study examines the impacts of temperature and precipitation on crop yield in Palestine. With GLS analysis and Hausman test, the research delves into how weather factors relate to crop yield in different regions and for various crops (tomato, grapes and olives). These findings have significant implications for agricultural practices and climate change adaptation strategies. The study reveals that temperature has a positive correlation with tomato crop yield up to a threshold of 21∘C, while olives respond negatively to higher temperatures.  © 2025 World Scientific Publishing Company.","Agricultural production; climate change; climate smart agriculture; crop yield","","Article","Final","","Scopus","2-s2.0-105001079270"
"Hu D.; Yue C.; Jiang Z.; Liu X.; Sun S.; Wang Y.","Hu, Desheng (57330158700); Yue, Caixu (59899038900); Jiang, Zhipeng (56253311100); Liu, Xianli (45561620200); Sun, Shaocong (58634139600); Wang, Yuanye (59931553600)","57330158700; 59899038900; 56253311100; 45561620200; 58634139600; 59931553600","Drilling force modeling of indexable drill bit combined with Oxley theory and improved Johnson-Cook constitutive model","2025","Journal of Manufacturing Processes","149","","","804","817","1","10.1016/j.jmapro.2025.06.024","https://www.scopus.com/pages/publications/105007471803?origin=resultslist","The indexable drill bit can be applied to drilling, turning, and boring processes and has high processing efficiency, so it is widely used in aerospace, energy equipment, and automotive fields. However, due to the asymmetry of the internal and external cutting blades, the cutting process of this kind of tool is unstable, accompanied by strong high temperature and high strain problems, which will affect the tool's life and processing quality. Since the Johnson-Cook (J-C) constitutive equation does not consider the micro adiabatic shear of the material, an improved theoretical model of cutting force is proposed. Firstly, the yield stress and operating temperature in the J-C model are corrected by comprehensively considering the micro-dislocation slip of the material and the adiabatic temperature rise effect. Secondly, according to the Oxley theory, the shear angle model and the three-dimensional oblique cutting force model under the influence of the nonlinear thermo-mechanical coupling characteristics between the tool and the workpiece are established, and the analytical algorithm of drilling force is established through the shear angle and the three-dimensional oblique angle. Then, the drilling experiments of single flute and pilot hole under variable working conditions are designed, which proves that the tool runout almost does not exist under single groove cutting. The drilling force verification experiment of 42CrMo is carried out, and the prediction results under the two theoretical models are evaluated. Comparing the simulation value of the theoretical model with the actual value, it is concluded that the prediction error of the drilling force of the improved model can be controlled within 12 %. Finally, through the single-factor experiment, the variation trend of the end face drilling force with the feed rate, the cutting speed, the main deflection angle of the tool, and the side rake angle is found. The research results can provide theoretical basis for the optimization of tool structure and process parameters. © 2025 The Society of Manufacturing Engineers","Drilling force modeling; Improved J-C constitutive model; Oxley theory","Bits; Boring; Constitutive equations; Deflected well drilling; Electric drills; Saws; Shearing; Drilling force modeling; Drilling forces; Drilling process; Force modeling; Improved johnson-cook constitutive model; Johnson-cook constitutive models; Oxley theory; Shear angles; Theoretical modeling; Turning process; Boring tools","Article","Final","","Scopus","2-s2.0-105007471803"
"Cooper J.; Tran A.N.; Wallander S.","Cooper, Joseph (7406075700); Tran, A. Nam (57211249367); Wallander, Steven (22136775000)","7406075700; 57211249367; 22136775000","Testing for specification bias with a flexible fourier transform model for crop yields","2017","American Journal of Agricultural Economics","99","3","","800","817","13","10.1093/ajae/aaw084","https://www.scopus.com/pages/publications/85019947765?origin=resultslist","The literature on climate risk and crop yields is currently focused on the potential for highly nonlinear marginal effects, essentially modeling the threshold effects with a yield function that maps weather inputs into crop yields. Implicit in this line of research is the assertion that the traditional quadratic model of crop yield suffers from specification bias. This article examines this assumption by using the Flexible Fourier Transforms (FFT) to allow for global flexibility in the weather effects while also maintaining the traditional quadratic model as a nested model specification. In order to speak to the global flexibility of FFT, as well as to provide both robustness to outliers and information on the scale effects of weather variables, this article compares FFT with restricted cubic spline (RCS) and quadratic models in a quantile regression framework. Using U.S. county-level data on corn, soybeans, and winter wheat from 1975 to 2013, we find that while the threshold effects are largely captured by the traditional quadratic model, we statistically reject the hypothesis that the quadratic model is sufficiently flexible. We find that, under the more flexible FFT functional forms, at lower temperatures there is a greater positive impact of marginal increases in temperature on yield than with the quadratic model, which suggests a different yield-temperature relationship than found in much of the literature on threshold effects of temperature on crop yields, and is more consistent with the positive effects of minor temperature increases found in some of the Ricardian climate effect literature. © The Authors 2017.","Crop yield; Flexible Fourier Transform; nested quadratic; precipitation; quantile regression; temperature","United States; Glycine max; Triticum aestivum; Zea mays; agricultural research; climate effect; crop production; crop yield; Fourier transform; numerical model; regression analysis; temperature effect","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85019947765"
"Kondepudi K.; Subramaniam K.V.L.","Kondepudi, Kala (57209470698); Subramaniam, Kolluru V.L. (7005184206)","57209470698; 7005184206","Rheological characterization of low-calcium fly ash suspensions in alkaline silicate colloidal solutions for geopolymer concrete production","2019","Journal of Cleaner Production","234","","","690","701","58","10.1016/j.jclepro.2019.06.124","https://www.scopus.com/pages/publications/85067867111?origin=resultslist","The rheological behavior of low-calcium fly ash suspensions in activating solutions of colloidal silica and alkali hydroxide is investigated. The study is aimed at relating the rheological behavior of alkali-silicate activated low-calcium fly ash (AAF) suspensions with Portland cement paste suspensions. The yield stress and the viscosity of the AAF suspensions increase with the alkalinity of the colloidal solution, which is due to changes in the surface charges on fly ash particles with the change in the ionic medium. Increasing the alkalinity results in a less negative zeta potential of fly ash in the alkaline solution of colloidal silica and an increase in the yield srtess of the AAF suspension. The thixotropic behavior in AAF suspensions is associated with structure breakdown to a finely dispersed suspension of particles produced by shearing. Energy measurements indicate a very slow change in the internal particle structure with age at room temperature. A comparison of AAF suspensions is presented with suspensions of Portland cement in water, which are proportioned for similar physical flow characteristics and yield stress. AAF suspensions have a larger solid fraction than the cement suspensions in water of comparable yield stress. The zeta potential of cement particles in water is less negative when compared to fly ash in alkaline-silicate solutions. The AAF suspensions of comparable yield stress exhibit a significantly higher viscosity than the cement suspensions in water. Cement paste and AAF suspensions exhibit a rate dependent yield response. Cement paste suspensions exhibit a threshold strain rate for minimum yield stress. In AAF suspensions there is a continuous decrease in the yield stress at lower strain rates. The thixotropic behavior in cement paste is influenced by chemical ageing which produces a rapid recovery of yield stress. In comparison, there is very little ageing at room temperature in the AAF suspensions and a very slow recovery of yield stress after shearing. © 2019 Elsevier Ltd","Alkali activated fly-ash; Concrete production; Geopolymer; Plastic viscosity; Thixotropy; Yield stress","Alkalinity; Calcium; Concretes; Fly ash; Geopolymers; Inorganic polymers; pH; Portland cement; Rheology; Shearing; Silica; Silicates; Sols; Strain rate; Viscosity; Yield stress; Zeta potential; Alkali-activated fly ashes; Concrete productions; Geopolymer; Plastic viscosity; Thixotropy; Suspensions (fluids)","Article","Final","","Scopus","2-s2.0-85067867111"
"Singh Y.; Singh D.; Singh N.K.; Sharma A.; Rahim E.A.; Ranganathan A.; Palanichamy P.; Palamanit A.; Kumar S.","Singh, Yashvir (56895613600); Singh, Deepak (59632562800); Singh, Nishant Kumar (57193094947); Sharma, Abhishek (55605770373); Rahim, Erween Abd (15726157900); Ranganathan, Arunkumar (57286892200); Palanichamy, Pandiarajan (58249641100); Palamanit, Arkom (55366876200); Kumar, Sanjeev (59047650000)","56895613600; 59632562800; 57193094947; 55605770373; 15726157900; 57286892200; 58249641100; 55366876200; 59047650000","Production of bio-oil from lychee-based biomass through pyrolysis and maximization of bio-oil yield with statistical and machine learning techniques","2023","Journal of Cleaner Production","413","","137472","","","30","10.1016/j.jclepro.2023.137472","https://www.scopus.com/pages/publications/85159286741?origin=resultslist","This study's goal is to maximize the yield of pyrolysis oil utilizing lychee-based biomass for a quick pyrolysis process. Response surface methodology (RSM) and artificial neural network with generalized neural network (GNN) technique were used to optimize the maximum bio-oil yield while considering temperature, heating rate, retention time, and argon gas flow rate as independent variables and bio-oil production as the response. Typical neural networks have constraints such as a long training time, a large number of neurons, and a large number of hidden layers. A generalized neural network (GNN) has been constructed to address these limitations and build a non-linear controller for acquiring access to bio-oil production output. To anticipate bio-oil yield, a new prediction model is proposed that combines the benefits of an auto-adaptive management technique with the rapid reaction of a GNN. Three measures (MSE, RMSE, and R2) are explored in depth to assess the performance efficacy of the models. Based on the finding, 350 °C temperature, 125 min of retention time, 120 °C/min heating rate and 110 mL/min argon flow rate was used to produce the highest bio-oil production (38.43%). Based on techniques, both models used in the study produce equally acceptable outcomes for projecting bio-oil yield. The greatest R2 value for the bio-oil yield ranges from 0.94 to 0.99, and all outcomes are classified as “good” regarding RMSE (all RMSE values are close to one). When all indicators are combined, GNN provides superior accuracy in predicting bio-oil yield in this investigation, followed by ANN. © 2023 Elsevier Ltd","Artificial neural network; Bio-oil yield; Generalized neural network; Lychee; Response surface methodology","Argon; Flow of gases; Heating rate; Linear control systems; Liquefied gases; Machine learning; Multilayer neural networks; Surface properties; Bio-oil yield; Bio-oils; Generalized neural network; Lychee; Machine learning techniques; Oil-production; Pyrolysis oil; Response-surface methodology; Retention time; Statistical learning techniques; Pyrolysis","Article","Final","","Scopus","2-s2.0-85159286741"
"Cai R.; Feng S.; Oppenheimer M.; Pytlikova M.","Cai, Ruohong (55509117900); Feng, Shuaizhang (7402531107); Oppenheimer, Michael (7004870624); Pytlikova, Mariola (6506030763)","55509117900; 7402531107; 7004870624; 6506030763","Climate variability and international migration: The importance of the agricultural linkage","2016","Journal of Environmental Economics and Management","79","","","135","151","233","10.1016/j.jeem.2016.06.005","https://www.scopus.com/pages/publications/84989873755?origin=resultslist","While there is considerable interest in understanding the climate–migration relationship, particularly in the context of concerns about global climatic change, little is known about its underlying mechanisms. In the paper, we combine a rich panel data on annual bilateral international migration flows with an extensive data on climate variability across the countries to investigate in-depth the climate–migration link. We find a positive and statistically significant relationship between temperature and international outmigration only in the most agriculture-dependent countries, consistent with the widely documented adverse impact of temperature on agricultural productivity. Further, the temperature–migration relationship is nonlinear and resembles the nonlinear temperature–yield relationship. In addition, migration flows to current major destinations are especially temperature-sensitive. Policies to address issues related to climate-induced international migration would be more efficient if focused on the agriculture-dependent countries and especially people in those countries whose livelihoods depend on agriculture. © 2016 Elsevier Inc.","Agricultural productivity; International migration; Nonlinear effect; Temperature","Agriculture; Climatology; Productivity; Regional planning; Temperature; Agricultural productivity; Climate variability; Global climatic changes; Impact of temperatures; International migration; Nonlinear effect; Nonlinear temperature; Temperature sensitive; agricultural change; agricultural production; climate change; climate effect; international migration; panel data; temperature; temperature effect; Climate change","Article","Final","","Scopus","2-s2.0-84989873755"
"Hálová P.; Mach J.; Čechura L.; Slaboch J.","Hálová, Pavlína (55293742700); Mach, Jiří (54419002300); Čechura, Lukáš (23968759500); Slaboch, Josef (56469589100)","55293742700; 54419002300; 23968759500; 56469589100","Climate Change and Sustainability in Czech Wheat Production","2021","Agris On-line Papers in Economics and Informatics","13","4","","9","18","4","10.7160/AOL.2021.130402","https://www.scopus.com/pages/publications/85123087718?origin=resultslist","The paper deals with the analysis of Czech wheat production and its determinants. We use the Just and Pope (1979) stochastic production function to estimate the effects of economic and weather variables, together with technological progress and climate change, on wheat yield in the Czech regions in the period 1961-2018. The results suggest that both economic and environmental factors play important roles in the wheat yield function. The output/input price ratio has a positive effect on the wheat yield. The effects of temperature and precipitation are month-specific and highly non-linear. Technological change also has a positive effect on yield, whereas climate change has a rather negative effect on wheat yield. © 2021. All Rights Reserved.","Cereals; economic loss; precipitation; production; weather; yield","Czech Republic; cereal; climate change; crop production; crop yield; economic impact; precipitation (climatology); sustainability; weather; wheat","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85123087718"
"Chen D.; Sun Q.","Chen, Di (57981791900); Sun, Qizhen (55836244800)","57981791900; 55836244800","Impact of rapid Arctic sea ice decline on China's crop yield under global warming","2024","Environment, Development and Sustainability","26","1","","1263","1280","13","10.1007/s10668-022-02757-x","https://www.scopus.com/pages/publications/85142633952?origin=resultslist","Food is the material basis for human survival. Therefore, food security is a top priority for the people's livelihood and the sustainable development and future destiny of human beings. In the context of global warming in recent decades, the Arctic region has experienced more significant temperature anomalies than the midlatitudes due to the ""Arctic amplification,"" and the rate of sea ice reduction has accelerated, which has an important impact on climate change in the middle and high latitudes, especially the frequent occurrence of extreme climate disasters that seriously affect food security and China's agricultural production. However, little research has been conducted on the role of changes in this important system of Arctic sea ice in China's agricultural production. Therefore, this paper analyzes the interannual variability and multi-year trends of Arctic sea ice concentration, CO2, air temperature, precipitation and China's major crop yield data to explore the possible effects and mechanisms of the rapid decrease in Arctic sea ice on China's grain production. From the analysis, it was found that the yield of major grains (rice, maize, wheat and soybean) in China was closely related to the Arctic sea ice anomaly in the previous summer and autumn, and the influence process was primarily through the dynamic process of the Arctic sea ice anomaly affecting the meridional temperature gradient and the positive and negative Arctic Oscillation phases, which in turn affected the air temperature anomalies in Eurasia and China, and finally led to the anomalous changes in Chinese grain yield. Based on this, a prediction model of China's major grain yield was established by stepwise nonlinear multiple regression analysis, which is a good fit and is expected to increase China's major crop yield by 11.4% in 2022 compared with last year. This presents new ideas and methods for future grain yield assessment in China and has far-reaching guidance for the stability and development of national and regional economies worldwide. © 2022, The Author(s).","Arctic Oscillation (AO); Arctic sea ice; Crop yield; Nonlinear multiple regression","Arctic Ocean; China; Eurasia; air temperature; Arctic Oscillation; climate change; crop yield; food security; global warming; multiple regression; sea ice; sustainable development; temperature gradient","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85142633952"
